"PUBLICATION_ID","SCHEMA_TYPE","TITLE","NOTES","TOPIC","TAGS","INTERNAL_CONTACT_NAME","INTERNAL_CONTACT_EMAIL","ORGANIZATION_TITLE","CUSTODIAN","HOMEPAGE_URL","LICENSE_ID","PUBLICATION_REQUIRED_UNDER_ATIPP_ACT","PUBLICATION_TYPE_UNDER_ATIPP_ACT","METADATA_CREATED","METADATA_MODIFIED","DKAN_URI","DKAN_NODE_ID"
42831,"information","Residual total magnetic field, McQuesten Aeromagnetic Survey, NTS 115I/15, Yukon","A map of the residual total magnetic field derived from data acquired by Goldak Airborne Surveys during the period of November 19, 2008 to February 19, 2009.  Data were recorded using a split-beam cesium vapour magnetometer mounted in the tail boom of a Piper Navajo aircraft.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42832,"information","First vertical derivative of the magnetic field, McQuesten Aeromagnetic Survey, NTS 115I/15, Yukon","Map of the first vertical derivative of the magnetic field derived from data acquired during an aeromagnetic survey carried out by Goldak Airborne Surveys from November 19, 2008 to February 19, 2009.  The data were recorded using a split-beam cesium vapour magnetometer mounted in the tail boom of a Piper Navajo aircraft.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42833,"information","New bedrock geology of Mount Mervyn map sheet (106C/04) and mineral potential for the South Wernecke mapping project.","An integrated bedrock mapping and regional soil sampling program in the Mount Mervyn map area (106C/04) was undertaken in 2010. It is the first year of a multi-year initiative called the South Wernecke mapping project (SWP), which will cover ten 1:50K map sheets in the southern Wernecke Mountains area in central Yukon. Field work in the first year served to highlight the complexities of the bedrock geology in the region, and identify areas of mineral potential.

The Mount Mervyn map sheet is underlain by Proterozoic and Paleozoic siliciclastic and carbonate rocks that have been deformed into an east-trending fold-and-thrust belt. Regional soil geochemical data coupled with bedrock observations highlight new areas of mineral potential (i.e., Ni and Au) that have not been previously identified.","Science and technology","Yukon Geological Survey,Wernecke Mountains,bedrock geology,carbonate rocks,fold-and-thrust belt","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42834,"information","A field, petrographic and preliminary S isotopic study of the Walt and Tyrala sediment-hosted barite occurrences (105O/7), and associated Ba-Zn-Pb mineralization, MacMillan Pass district, Yukon.","The MacMillan Pass district (map sheet 105O) located in east Yukon contains several sedimenthosted Ba ± Zn ± Pb deposits including the Tom and Jason deposits, as well as a multitude of 'barren' sediment-hosted barite occurrences. A classic sedimentary-exhalative (SEDEX) model has been postulated for these occurrences in which the barite horizons represent distal expressions of a hydrothermal vent system. Fieldwork was completed at the Walt and Tyrala barite occurrences that occur within the MacMillan Pass district in order to examine the deposit-scale geology and to sample undeformed barite horizons for subsequent geochemical analysis. Samples were also collected from drill core from the Hess barite occurrence. Barium mineralization occurs in both the Devonian Portrait Lake Formation (Lower Earn Group) and in underlying Ordovician-Silurian limestone of the Road River Group. A variety of textures were encountered that were indicative of both synsedimentary deposition of barite, as well as diagenetic to epigenetic barite mineralization. Base metal sulphides that are interpreted to post-date the barite mineralization were encountered at depth in drill core and are primarily hosted by Road River Group carbonates.","Science and technology","Yukon Geological Survey,Lower Earn Group,Road River Group,SEDEX,base metal sulphides,carbonate rocks,hydrothermal vent system","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42835,"information","Evaluation of the origins of gold hosted by the conglomerates of the Indian River formation, Yukon, using a combined sedimentological and mineralogical approach.","Conglomerates belonging to the Indian River formation (IRF), south of the Klondike goldfield, have recently become the focus of exploration activity owing to their potential as hosts for paleoplacer gold derived from the Klondike. However, textures within the conglomerate have been interpreted as indicative of hydrothermal activity, and the possibility exists of in situ epithermal gold.
Paleocurrents in conglomerates indicate dominant transport from the southeast, incompatible with gold transport from the Klondike. Gold grains from unconsolidated conglomerate at Montana Creek reveal an epithermal signature (20-50% Ag, 0.3 to 3% Hg and opaque inclusion suite containing complex polymetallic sulphotellurides and sulphosalts), distinct from the signature of placer and lode sources in the central and southern Klondike (12-20% Ag, Hg absent and opaque inclusion suite of simple base metal sulphides). Gold grain morphology and alteration textures within unconsolidated conglomerates suggests that Montana Creek gold is derived from in situ epithermal mineralization related to that previously reported at Eureka Dome.","Science and technology","Yukon Geological Survey,Sedimentology,epithermal mineralization,paleoplacer gold","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42836,"information","New insights into the geology and mineral potential of the Coast Belt in southwestern Yukon.","The southwestern Yukon Coast Belt mapping project is a joint Yukon Geological Survey/Geological Survey of Canada initiative operated under Natural Resources Canada’s GEM (Geomapping for Energy and Minerals) program. This project is aimed at investigating the geological relationships and mineral potential of the Kluane Schist, the Ruby Range batholith and the Yukon-Tanana terrane in southwestern Yukon. Bedrock mapping at 1:50 000-scale followed a 400 m line-spaced aeromagnetic survey flown in the winter of 2010. Preliminary results indicate the presence of a northeast-dipping structural stack through an ~40 km-thick crustal section, whereby the Kluane Schist occupies the lowest structural level and the Yukon-Tanana terrane the highest. The Ruby Range batholith intruded along the contact between the Kluane Schist and the Yukon-Tanana terrane, and was emplaced late in the deformation history. An orthogneiss/paragneiss unit of unknown tectonic affinity was mapped structurally between the Ruby Range and the Kluane Schist. Detrital zircon analyses from two samples of Kluane Schist indicate that the onset of deposition for this metasedimentary sequence occurred after ca. 94 Ma. Two significant metamorphic events, dated at 82 and 70 Ma, affected the Kluane Schist. This indicates that original structural juxtaposition between the Kluane Schist and the Yukon-Tanana terrane pre-dated intrusion of the Ruby Range batholith. 

Mineral potential in the Coast Belt area is significant and includes porphyry Cu-Mo-Au, epithermal Au-Ag and orogenic Au occurrences. The upper level of the Ruby Range batholith is most prospective for porphyry and epithermal mineralization, while the Kluane Schist is most prospective for orogenic Au mineralization.
","Science and technology","Yukon Geological Survey,Kluane Schist,Ruby Range batholith,Yukon-Tanana terrane,mineral potential,orogenic","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42837,"information","Preliminary observations on stratigraphy and hydrocarbon potential of middle to Upper Cretaceous strata, Eagle Plain basin, northern Yukon.","The Eagle Plain basin, having proven hydrocarbon potential, is a relatively underexplored intermontane basin located in northern Yukon . Previous studies of the middle Albian-Cenomanian Parkin Formation and the Turonian Fishing Branch Formation are based on broad lithostratigraphic correlations. The primary goal of the study is to refine the sequence stratigraphic framework of the middle to Upper Cretaceous succession based on sedimentological observations. New findings from this study require subdivision of the stratigraphic nomenclature by defining new informal lithological members. Facies transitions, paleoflow indicators and isopach maps indicate overall westward deepening of the basin. Large-scale, sand-prone mass transport deposits observed in the upper part of the lower Parkin shale member in western Eagle Plain indicate the presence of shelf-to-basin floor relief of at least 100 m. Recognition of significant shelf-to-basin floor topography greatly increases the potential for hydrocarbon reservoirs (gas-dominated) in stratigraphic traps associated with the shelf edge.
","Science and technology","Yukon Geological Survey,Fishing Branch Formation,Parkin Formation,hydrocarbon reservoirs,stratigraphy","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42838,"information","Geophysical and borehole investigations of permafrost conditions associated with compromised infrastructure in Dawson and Ross River, Yukon.","The effects of permafrost degradation in Yukon have serious negative implications for the structural integrity of vertical infrastructure. This is especially pertinent for critical buildings such as hospitals, schools, etc., in small communities that are situated on top of warm, ice-rich permafrost. Projections of mean annual air temperature over the next few decades, based on regional climatic models, indicate that air temperature will rise, hastening the thaw of permafrost. The combination of rising of air temperatures and buildings situated on warm permafrost has prompted this investigation into the vulnerability of Yukon Government vertical infrastructure. The application of DC resistivity and ground penetrating radar in conjunction with borehole drilling indicates that in Dawson there is warm ice-rich permafrost beneath the Palace Grand Theatre; the Old Territorial Administration building is underlain by primarily unfrozen sediment; and permafrost under the St. Andrew’s Church is characterized by high variability. A deep active layer was observed at Ross River School and geophysical surveys indicate that warm water drainage from the roof is contributing to the thaw of the underlying permafrost.","Science and technology","Yukon Geological Survey,DC resistivity,borehole drilling,climatic models,ground penetrating radar","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42839,"information","Quartz vein gold mineralization in the Klondike Schist: The Mitchell-Sheba system, central Klondike district, Yukon.","The Mitchell-Sheba occurrence is a gold, silver and base metal-bearing quartz vein system contained within a thrust slice of mafic schist that forms part of the Klondike Schist. The vein system formed late in the D4 folding event or subsequently thereafter. Mineralization occurs as gold + silver, base metal sulphides and sulphosalts within quartz veins. Low-grade gold associated with pyrite mineralization is hosted within the surrounding chlorite schist. The mafic rocks are interpreted to be metavolcanic in origin and have reached upper greenschist facies metamorphism. Hydrothermal sericite-carbonate alteration of the host rocks is associated with mineralization and is reflected in the whole rock geochemistry. The prospect underlies one of the larger soil geochemical anomalies in the Klondike region.","Science and technology","Yukon Geological Survey,Lode gold","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42840,"information","Neoproterozoic and early Paleozoic correlations in the western Ogilvie Mountains, Yukon.","Continued investigations of sedimentary units in the Tatonduk and Coal Creek inliers of the western Ogilvie Mountains have resulted in a refinement of the regional Neoproterozoic and early Paleozoic stratigraphy. The proposed correlations simplify Yukon stratigraphic nomenclature and promote synthesis of geological data.

Strata of the Fifteenmile, Rapitan and Hay Creek groups, as well as the upper WindermereSupergroup are present in both inliers. Prominent unconformities within the Fifteenmile Group, and between the Windermere Supergroup and the variable overlying Paleozoic stratigraphy, represent at least three distinct tectonic events and basin-forming episodes. 

We propose redefinition of the Fifteenmile Group, abandonment of the Tindir Group, and recognition of strata equivalent to the Coates Lake Group and Mackenzie Mountains supergroup. This refined nomenclature across the Ogilvie, Wernecke and Mackenzie mountains is a step toward enhanced regional correlation of exposures in the northern Cordillera and Proterozoic inliers of the western Arctic.
","Science and technology","Yukon Geological Survey,Coates Lake Group,Mackenzie Mountains Supergroup,Northern Cordillera,Tindir Group,fifteenmile group,stratigraphic nomenclature,stratigraphy","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42844,"information","White River Ash, Yukon","","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42845,"information","New data on the geology and mineralization of the Skukum Creek gold-silver deposit, southern Yukon (NTS 105D/3).","Detailed exploration conducted during 2006 in the western part of the Skukum Creek deposit has revealed new structural, mineralogical and geochemical features.

The deposit incorporates a number of (at least six or seven) sub- parallel narrow mineralized zones, coincident with andesite-dacite-rhyolite dyke swarms extending for at least 1 km along strike and for hundreds of metres down-dip. Various mineralized zones differ in size, structural setting, intensity and composition of mineralization, and, in total, form a large mineralized package more than 200 m wide, corresponding to a property- to district-scale fault zone extending for over 10 km and traced by a dyke belt. Significant potential exists for the exploration of these structures along strike and down-dip.

The diamond drilling intersected numerous high-grade intercepts of gold and silver mineralization corresponding to the low-sulphidation sub-type of epithermal gold-silver deposits. However, strong enrichment in base metals (up to 25% of combined Zn+Pb+Cu) and arsenic suggests essential differences from typical epithermal mineralized systems.","Science and technology","Yukon Geological Survey,epithermal systems,mineralized zones,regional mapping","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42846,"information","Morphological and compositional analysis of placer gold in the South Nahanni River drainage, Northwest Territories","Placer gold has been reported in small amounts throughout the South Nahanni river drainage; however, the original source of the gold is uncertain. This study focuses on two types of placer gold in the area: (1) locally abundant grains derived from near Selena Creek, and (2) scattered grains recovered from streams throughout the South Nahanni drainage area. A shape analysis of all gold grains was completed and representative grains from each sample population were selected for imaging on the scanning electron microscope, along with analysis for Au-Ag-Cu-Hg values on the electron microprobe. The gold grains are typically >700 fineness and mercury is below detection levels (<0.20%). Approximately half the grains analysed from the Selena Creek area registered near to, or slightly greater than, detection levels of copper (<0.04%), whereas the majority of grains from the isolated showings had copper contents below detection levels. The results are compared with published morphological and compositional data for placer and lode gold in other regions.","Science and technology","Yukon Geological Survey,Selena Creek,copper mineralization,placer gold","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42847,"information","The three `Windy McKinley' terranes of Stevenson Ridge (115JK), western Yukon.","Rocks assigned to the Windy McKinley Terrane occur in Stevenson Ridge and Kluane map areas of western Yukon. Based on new mapping in Stevenson Ridge area, rocks mapped as Windy McKinley Terrane have been divided into three fault-bound assemblages: 1) a structurally lowest assemblage of muscovite-quartz schist, calcsilicate schist, and minor marble, carbonaceous quartzite and schist, pebble meta- onglomerate and granitic meta-plutonic rocks; 2) an imbricated ophiolitic assemblage of meta-chert, probably intrusive greenstone, leucogabbro, variably serpentinized dunite and harzburgite, and mafic greywacke; and 3) an assemblage of fine-grained clastic and calcareous rocks intruded and variably hornfelsed by voluminous Early Triassic (Mortensen and Israel, 2006) gabbro. Assemblage 1 probably  correlates with Yukon-Tanana Terrane. Assemblage 2 more strongly resembles the Chulitna Terrane of Alaska rather than either the Windy or McKinley terranes as originally defined. Assemblage 3 resembles part of McKinley Terrane, as well as the Aurora Peak and Pingston terranes. These terrane re-assignments have implications for the area¿s mineral potential.","Science and technology","Yukon Geological Survey,Chulitna terrane,Kluane,Structural Geology,Yukon-Tanana terrane,mineral potential","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42848,"information","Laser ablation ICP-MS U-Pb zircon ages for Cretaceous plutonic rocks in the Logtung and Thirtymile Range areas of southern Yukon.","Plutonic rocks of Early and mid-Cretaceous age are associated with tungsten-molybdenum porphyry and skarn-style mineralization in the Logtung area (Yukon MINFILE 105B 039, Deklerk and Traynor, 2005) in southwestern Wolf Lake map area (105B), and with tin-tungsten (-copper, lead, zinc) skarn mineralization at the Mindy and Ork occurrences (Yukon MINFILE 105C 038 and 054, respectively, Deklerk and Traynor, 2005) in the Thirtymile Range in eastern Teslin map area (105C). We have determined laser ablation U-Pb zircon ages of 109.4 ± 0.9 Ma and 110.5 ± 0.8 Ma for two samples of a biotite monzogranite stock that is inferred to be comagmatic with the felsic dyke system that partially hosts the Logtung mineralization. The latter sample is from the same locality from which a U-Pb zircon age of ~58 Ma was previously reported for zircons inferred to be hydrothermal in origin. Two separate phases of the Thirtymile Stock gave U-Pb ages of 102.7 ± 1.1 Ma and 100.9 ± 1.4 Ma.","Science and technology","Yukon Geological Survey,mineralization,porphyry,skarn","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42849,"information","Structure of schist in the vicinity of the Klondike goldfield, Yukon.","This study describes the structural evolution of the Klondike Schist and the structural setting of mineralized mesothermal veins from which over 500 tonnes of placer gold has been derived. The Klondike Schist was emplaced as a series of thrust slices on top of a structural stack that includes at least three additional thrust slices. A distinctive set of mesoscopic structures, particularly a set of recumbent folds, formed during thrust emplacement. These folds have a general southeast trend, and deform thrust-emplaced ultramafic rocks. Underlying thrust panels contain folds that resemble these thrust-related structures, but have a consistent northeast trend. The Klondike Schist may have
been rotated about a vertical axis during the latter stages of thrusting along phacoidal cleavage zones. Extensional sites in post-thrust kink folds and faults host mesothermal gold veins. Hence, gold mineralization postdated thrust stacking. Normal faults offset mesothermal veins, and host late-stage hydrothermal alteration zones.","Science and technology","Yukon Geological Survey,Klondike Schist,Structural Geology,hydrothermal,placer gold","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42850,"information","A reconnaissance inventory of permafrost-related landslides in the Pelly River watershed, central Yukon","A reconnaissance inventory of permafrost-related landslides in the Pelly River watershed was conducted in 2006, largely in response to local community concerns regarding the potential impacts of climate change on slope stability and possible effects on water quality. Using aerial photograph analysis, satellite imagery, and visual inspection from a fixed-wing aircraft, over 100 permafrostrelated slides were located near the Pelly and MacMillan rivers and various tributaries. Basic geomorphic characteristics were determined for many of the failures based on analysis of remote sensing data, and reviews of existing literature and surficial geology maps. Most of the landslides identified were small active-layer detachments and retrogressive thaw failures. Several large failures also illustrate important characteristics associated with permafrost-related landslides, including their source-area setting, triggers, high mobility, the longevity of their activity and their ability to impact very large areas. The nature and distribution of the identified failures highlights a number of implications for land-use in central Yukon and emphasizes the need for enhanced methods of permafrost detection and regional mapping in the Territory.","Science and technology","Yukon Geological Survey,Permafrost,Surficial Geology,natural hazards,regional mapping","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42852,"information","Are mafic dykes in the Nor and Hart River areas of the Yukon correlative to the Bonnet Plume River Intrusions? Constraints from geochemistry.","Samples of mafic to intermediate dikes were collected from the Nor and Hart River areas of the Yukon in regions underlain by metasedimentary rocks and breccia that have been correlated to Wernecke Supergroup and/or Wernecke Breccia. The samples were analysed for whole-rock and trace-element geochemistry and the results compared to those for intrusive suites in the northern Yukon.","Science and technology","Yukon Geological Survey,Wernecke Supergroup,intrusive suites","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42853,"information","Field investigations of the Upper Devonian to Lower Carboniferous Tuttle Formation, eastern Richardson Mountains, Yukon.","The Upper Devonian to Lower Carboniferous Tuttle Formation was an exploration target for oil and gas in the Peel Plateau and Eagle Plain in the 1960s and 1970s. To date, seven minor gas shows have been identified in the Tuttle Formation in the Peel region. This study is part of a long-term project to investigate the sedimentology, stratigraphy and hydrocarbon potential of this unit in the Peel region.
The Tuttle Formation forms the upper part of a siliciclastic wedge that was deposited in the foreland basin of the Yukon and Ellesmerian fold belts. In the eastern Richardson Mountains, on Trail and Road rivers, it occurs as alternating packages of resistant and recessive intervals. Resistant intervals, 23 to 54 m thick, comprise five lithofacies including fining-upward sandstone, massive sandstone, siltstone, conglomerate and diamictite. Recessive intervals, 55 and 144 m thick, consist of siltstone and shale and are mostly covered.","Science and technology","Yukon Geological Survey,Sedimentology,hydrocarbon potential,stratigraphy","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42854,"information","Micropetrology and mineral geochemistry of the Tombstone and Deadman plutons, Tombstone Plutonic Suite, central Yukon.","Micropetrographic observations and mineral geochemistry data, along with previously reported whole-rock geochemistry, defined an A-type granite-affinity for the Tombstone and Deadman plutons of the 120-km-long, mid-Cretaceous Tombstone-Tungsten plutonic belt. This plutonic belt was intruded into the western Selwyn basin, the western-most edge of the ancestral North American craton, and is situated well inboard of any potential subduction-zone plutonism, which is found in the accreted terranes that were juxtaposed with the North American craton during the Jura-Cretaceous.
More than a dozen mineral specimens were petrographically observed and five were chemically analysed. Similarities found among the two plutons are their alkalic nature, minimal quartz content, presence of igneous andradite garnets and the presence of rare-earth-bearing minerals. Differences between the two plutons include the fact that the Tombstone pluton contains Th, Ce and La with magnetite and titanite, while the Deadman pluton contains Nd with Ce and La, as well as Ba-rich alkali feldspars. These observations are not commonly found in tectonic-related I- or S-type granitoids, and distinguish the Tombstone plutonic suite as being most similar to A-type granites.","Science and technology","Yukon Geological Survey,Tombstone-Tungsten plutonic belt,igneous petrology","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42855,"information","Developing a new method to identify previously unrecognized geochemical and morphological complexity in placer gold deposits in western Yukon.","Placer gold is a notable resource in the western Yukon; however, identification of the lode sources feeding these placer deposits has been difficult. Previous studies have used electron microprobe (EMP) and manual morphological analyses of gold grains with some success to define source-mineralization-style areas, but have not been able to accurately predict lode locations. This study utilizes EMP in conjunction with a new method for morphological analysis based on semiautomated digital image analysis to re-examine this problem. Examination of a sample suite collected over the entire Klondike goldfields area demonstrates that there is significant complexity in Yukon placer gold deposits that has not previously been recognized. Confronting this complexity using a statistical approach based on this new shape analysis method, EMP and a planned future laser ablation mass spectroscopy study will hopefully produce a method for locating lode gold sources.","Science and technology","Yukon Geological Survey,placer source-mineralization","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42856,"information","The Dawson City landslide (Dawson map area, NTS 116B/3), central Yukon.","A pre-historic pseudo-circular rock-slope failure at the northern edge of Dawson City, Yukon occurs in altered ultramafic rocks. The middle section of the landslide debris continues to move down-slope, as is evident from sheared trenches, stretched roots and split trees along its edges, and a steep snout exposing fresh material. Dendrochronological analysis demonstrated that the split trunk of one tree has displaced over the last 40 to 45 years at an average movement rate of 4.5 cm/year. This moving section of the debris could be characterized as a rock glacier or as an earth flow, although our present observations and measurements do not confirm either mechanism. A block upslope from the headscarp of the landslide exhibits signs of recent movement. To assess the movement rate of the different sections of the landslide in the future, a monitoring array was set up and an initial set of measurements was taken in July, 2006.","Science and technology","Yukon Geological Survey,dendrochronological analysis,landslide monitoring,rock glacier","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42857,"information","Late Wisconsinan McConnell glaciation of the Big Salmon Range, Yukon.","The late Wisconsinan McConnell glaciation of the Big Salmon Range in the Pelly Mountains consisted of a four-phase ice-flow history. Phase 1 ice-flow consisted of local alpine glaciers advancing to the mountain front. During phase 2, or glacial maximum, the Cassiar lobe of the Cordilleran ice sheet advanced to the northwest and overtopped the range. Retreat of the Cassiar lobe during phase 3 of the glaciation resulted in ponding of meltwater in eastern drainage basins. The meltwater spilled over into western basins and caused significant erosion of surficial sediments. Phase 4 of the glaciation is marked by a limited late-glacial readvance of local alpine glaciers. This glacial history has several important implications for mineral and placer exploration in the area.","Science and technology","Yukon Geological Survey,Mineral Exploration,four-phase glaciation,placer potential","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42858,"information","Preliminary lithostratigraphy of the Laberge Group (Jurassic), south-central Yukon: Implications concerning the petroleum potential of the Whitehorse Trough.","The Whitehorse Trough, a Mesozoic sedimentary basin in south-central Yukon that has potential for gas and oil, consists of the Lewes River Group (Triassic), the Laberge Group (Jurassic), and the Tantalus Formation (Jura-Cretaceous). The Laberge Group in the Carmacks (115I) and Laberge (105E) map areas is subdivided into four informal lithostratigraphic units: the Richthofen, Tanglefoot, Conglomerate and Nordenskiold formations. The Richthofen formation, distinguished by siltstone to very fine sandstone and mudstone couplets, is exposed in the southern part of the Laberge map area where it rests unconformably to conformably on the Lewes River Group and is unconformably and/or conformably overlain by the Tanglefoot formation. The Tanglefoot formation, distinguished by coalbearing, interbedded sandstone and mudstone, is exposed in the northern part of the Laberge map area and the southern part of the Carmacks map area where it rests unconformably on the Lewes River Group, and is overlain by the Tantalus Formation. The Conglomerate (conglomerate) and Nordenskiold (dacite tuff) formations occur as minor units within the Tanglefoot formation. The Richthofen-Tanglefoot formation unconformity and/or conformity is a potential petroleum play in the central Whitehorse Trough, whereas the Lewes River Group-Tanglefoot formation unconformity is a potential petroleum play in the northern Whitehorse Trough.","Science and technology","Yukon Geological Survey,Geological Mapping,hydrocarbon potential","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42859,"information","Permafrost and landslide activity: Case studies from southwestern Yukon Territory","Five case studies of recent landslides in southwestern Yukon Territory illustrate the role of permafrost in landslide processes of the region. In the Marshall Creek basin, permafrost degradation after recent forest fires caused numerous debris flows near the valley bottom. Similarly, on Haeckel Hill, firerelated deepening of the active layer has facilitated active layer detachment slides on upper hillside slopes. In the Kluane Range, the interface between frozen and unfrozen ground appears to control the depth of movement for active layer detachment slides and debris flows along Silver Creek. The failure mechanism on Mount Sumanik is controlled by a frozen substrate, which contributes to a reduction in drainage and elevated pore-water pressure. Lastly, thawing of segregated ice has caused a thaw slump of fine-grained sediment in lacustrine terraces along Takhini River.","Science and technology","Yukon Geological Survey,Geological Hazards,Permafrost,geohazards,landslides","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42860,"information","Evidence for a late-McConnell readvance of the Cassiar Lobe in Seagull Creek, Pelly Mountains, central Yukon ","Drift prospecting in high relief areas of the Cordillera requires consideration of paleo-ice-flow reversals. This means rethinking the manner and degree to which glacial ice eroded, transported and deposited surficial sediments. The regional context, geomorphic landforms and sediment stratigraphy identified in the Seagull Creek valley suggest that late-glacial up-valley ice flow, although relatively short in duration, may have been the controlling process for glacial transport and deposition in this area. This interpretation has important implications for mineral exploration programs that utilize glacially transported materials for various forms of geochemical analysis. Geomorphic landforms and glacial dynamics responsible for reverse (up-valley) ice flow in Seagull Creek valley have important implications for mineral exploration on the Ross River Minerals Tay LP gold-copper property.","Science and technology","Yukon Geological Survey,Regional glaciation","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
42861,"information","2006 Regional Water Quality, Sediment and Benthic Invertebrate Assessment for the South MacMillan River Watershed, MacMillan Pass, Yukon","The Macmillan Pass in east-central Yukon (Figure 1) near the border with the Northwest Territories, is a highly mineralized area. The significant presence of metallic minerals in the MacMillan Pass area is reflected by the naturally elevated metal concentrations in both the soil and water (Soroka and Jack 1983, Kwong and Whitley 1993). A recent surge in metal prices has sparked renewed interest in mineral exploration and development at MacMillan Pass. Consequently, a broader understanding of the regional stream geochemistry is particularly important to help establish environmentally meaningful water quality objectives for the region.","Science and technology","Yukon Geological Survey,","Yukon Geological Survey","geology@yukon.ca","Yukon Geological Survey","","","OGL-Yukon-2.0","","","2011-04-04 03:04:38","2023-12-12 10:12:34","",""
