schema_type,title,notes,organization_title,language,license_id,privacy_impact_assessment_number,date_of_approval,metadata_created,metadata_modified,dkan_uri,dkan_node_id
pia-summaries,SafetyLine,"This Privacy Impact Assessment (PIA) is on the SafetyLine Application used by Yukon Government, Department of Health and Social Services (HSS). The SafetyLine application allows HSS to monitor the geo-location status of remote staff working alone or in hazardous situations, establishes automated check-in monitoring, and provides an emergency notification service, if required. SafetyLine will be installed and used on HSS owned cell phones provided to Continuing Care employees who work remotely or travel as part of their job role. Employee personal cell phones will not be used for these purposes - only work-issued devices.`",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2024-02,2024-04-02,2024-04-03 08:42:20,2024-04-03 08:47:49,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/safetyline,60018
pia-summaries,Remote Travel Program (Garmin in Reach Device),"The Capital Development and Major Projects branch of the Department of Highways and Public Works (HPW) identified a gap in the health and safety system of the branch for employees travelling outside of areas with cellular reception for the purpose of work. As a result of this gap analysis, a Remote Travel program was created to address these issues using framework and existing programs found within other YG departments. The project involves the use of Garmin in Reach Messenger devices with Global positioning systems (GPS) capabilities that allow staff to communicate in areas of the Yukon that lack cellular coverage for the purpose of work travel. This PIA ensures that the collection, use, disclosure, and retention of personal information necessary for the implementation of this program will be identified and that any potential privacy risks can be addressed by providing applicable privacy mitigating measures.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2024-05,2024-03-28,2024-04-03 09:29:22,2024-04-03 15:22:47,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/remote-travel-program-garmin-reach-device,60019
pia-summaries,Yukon Government Spatial Data Information Platform (Update),"This PIA is an update to the existing HPW-PIA-2023-10 covering the spatial data and the two distribution platforms currently on offer by the Geomatics Yukon unit in the eServices for citizens branch of the Yukon Government. The GeoYukon is an interactive mapping application containing the Government of Yukon's authoritative and current mapping data, provided as a free public service. With the current update, it will include the ArcGIS Online cloud hosting platform for sharing web maps and web mapping applications using this link: https://yukon.maps.arcgis.com/.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2024-04,2024-03-27,2024-04-03 15:31:25,2024-04-03 15:32:24,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-government-spatial-data-information-0,60020
pia-summaries,Electronic and Online Licensing System (POSSE),"The Department of Environment implemented an Electronic Online Licensing System (EOLS) in 2015. The purpose of electronic licensing is to enable Yukon citizens and visitors to acquire various licenses, permits, and other authorizations through a self-serve, account-based, online service. EOLS was also implemented to provide the department with account-based administration of licenses and permits, including issuing authorizations through application-review-approval processes and receive approved authorizations online through their client accounts. 
The department is moving toward a digital process for license and permit applications. A digital process will streamline the application and issuing process and mitigate human error. Additional benefits for a digital process include but is not limited to: implementation structured security measures, automating processes, provide more accessibility and control over their personal information within POSSE and provide staff more accessibility to process applications.",Environment,,OGL-Yukon-2.0,ENV-PIA-2024-03,2024-04-05,2024-04-11 08:43:23,2024-04-11 08:43:23,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/electronic-and-online-licensing-system-posse,60037
pia-summaries,Sport & Recreation Use of Checkbox,"The reporting and application forms for the Sport and Recreation Branch's (SARB) suit of grants will be updated by shifting to the use of Checkbox. The Checkbox will likewise be used for registration/sign-up forms and stakeholder/client surveys. This also includes the shift of the Foundations and Podium Pathway grants from the Drupal online format to Checkbox, as well as migrating PDF grant forms to Checkbox. This addresses challenges encountered when piloting the Drupal system for the 2022 intake. The Checkbox allows processes for application and reporting easier for the grant recipients as well as for the adjudication and review committees.",Community Services,,OGL-Yukon-2.0,CS-PIA-2024-02,2024-04-30,2024-05-01 10:09:04,2024-05-01 10:09:04,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/sport-recreation-use-checkbox,60052
pia-summaries,Dragon Medical One,"This initiative is for the use of Nuance's Dragon Medical One (DMO) by Yukon Government, Department of Health and Social Services (HSS). DMO is a cloud-based speech recognition and dictation software that converts speech into text and is used by HSS to support client interactions in clinical settings.
Care Provider's dictation is immediately transcribed to text on their HSS workstation and sent directly into the user interface of the Electronic Medical Record (EMR) system, allowing Care Providers to speak rather than manually type information about their clients. By using DMO in care settings, Care Providers can complete reports in real-time with self-editing capabilities and have access to finalized reports in HSS EMRs.
While the purpose of the PIA is to document the translation to text into client EMRs, the DMO product may also be used by HSS employees to translate to text for other purposes beyond client interactions.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2024-03,2024-04-30,2024-05-02 15:30:38,2024-05-02 15:30:38,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/dragon-medical-one,60054
pia-summaries,Seesaw for Schools,"The Yukon Department of Education (DOE) is replacing their current online learning tool, FreshGrade, with Seesaw for Schools. Similar to FreshGrade, Seesaw is a digital portfolio tool that is provided by Seesaw Learning. Seesaw is a web-based software used to manage student portfolios and share student work and progress with parents and guardians.
The DOE has initiated this PIA to evaluate the privacy considerations for its intended use of Seesaw before the DOE purchases Seesaw and begins implementing Seesaw in Yukon schools. This assessment is based on the information provided by Seesaw Learning and the DOE's expected use of Seesaw. 
The DOE intends to use Seesaw in Yukon elementary schools. In future, the use of Seesaw may also be expanded to secondary schools. Should the DOE begin using Seesaw in secondary schools, the application and use of Seesaw is expected to remain the same as with elementary schools, however, any substantive changes should be documented in PIA Addendum or similar document.",Education,,OGL-Yukon-2.0,EDU-PIA-2024-02,2024-05-06,2024-05-08 09:37:49,2024-05-08 09:37:49,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/seesaw-schools,60079
pia-summaries,Yukon's Student Information System (Aspen) - PIA Refresh 2023,"This initiative is an update to a previously completed (2017) Aspen PIA. It is being refreshed to reflect the additional sharing of student demographic data with Health and Social Services, the updated cloud-hosted solution, and to reflect updated authorities under the new ATIPP Act. 
The Yukon Student Information System (ASPEN) is a web-based student information system (SIS) that is used to collect and store student data and records for all Yukon elementary and secondary school students. ASPEN is a shared SIS for use by schools in British Columbia and Yukon. The SIS is a hosted, web-based service built upon the Follett ASPEN SIS software service and is provided by Fujitsu Consulting (Canada) (Fujitsu). ASPEN is known as ""MyEducation"" in B.C. As B.C. holds the contracts with Fujitsu, some documents may refer to MyEducation, rather than ASPEN. 
ASPEN provides a universal data management system that is designed to:
*   create an integrated network to manage school and student information across Yukon;
*   streamline the administrative processes used by schools to record student attendance and achievement; and
*   maintain a Yukon-wide student registry and electronic permanent record.
The core functions of ASPEN include the management of student demographics, enrolment and attendance, programs and courses, student achievement, individual education and learning plans, and reports. ASPEN also includes a module that tracks individual student credits required for graduation. A single record is maintained for each student, which is available only to authorized users associated with the school providing educational services to each student.",Education,,OGL-Yukon-2.0,EDU-PIA-2024-03,2024-05-06,2024-05-08 11:52:17,2024-05-08 11:52:17,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukons-student-information-system-aspen-pia,60080
pia-summaries,Family Case Management,"The Family Case Management (FCM) project is intended to create an electronic case management system capable of responding to
the requirement to better track the safety, service and developmental needs of children involved with our child welfare system (as
noted by the Auditor General of Canada, the Costanzo Report, the Public Interest Disclosure of Wrongdoing Act (PIDWA) Report and
the Yukon Child and Youth Advocate Report). Moving away from intense paper-based tracking systems through the creation of an
electronic case management system will allow social workers more time to focus on client services. This in turn will help support
people’s lives by helping families and children experience better security, safety, well-being and positive outcomes. An increased
ability to demonstrate program level financial accountability, and enhanced security and privacy of program data is also expected as
an outcome given the increase in the amount of client data stored within a secure system.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2021-05,2021-03-31,2024-06-06 13:42:20,2024-06-06 13:42:20,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/family-case-management,60130
pia-summaries,Forestry Permitting System for Personal Use Fuel Wood and  Commercial Harvest of Morel Mushrooms,"This new service provides a framework for members of public to apply for simple permits issued by the Forest Management Branch (FMB).  It replaces the Personal Use Fuel Wood (PUFW) system that is currently supported on the POSSE architecture, to a new architecture supported by the ESRI suite (ArcGIS online) and provides a means for members of the public (referred to as clients) to apply for a PUFW permit, or a Morel Mushroom permit for commercial purposes (generally referred to as ‘forest resources permit’). The service will allow clients to log into the system using MyYukon for authentication and will store basic personal information (name, address, and contact information) in order to issue the permit document. 
The system will also be utilized by Compliance, Monitoring, and Inspections employees to enter information on behalf of the client. Additionally, it will facilitate contacting the client as needed to verify harvest totals and to ensure adherence to regulations and policies.","Energy, Mines and Resources",,OGL-Yukon-2.0,EMR-PIA-2024-01,2024-06-19,2024-06-19 14:11:27,2024-06-19 14:11:27,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/forestry-permitting-system-personal-use-fuel,60141
pia-summaries,Yukon Indigenous-led Conservation Capacity Fund (ICCF),"The objective of the Indigenous-led Conservation Capacity Fund (ICCF) is to provide resources to Indigenous partners to enhance their capacity to identify and prepare their conservation interests for use in future regional and sub-regional land use planning processes and potentially other discussions and agreements.  In turn, that work is anticipated to support the pathway to conserving 30 percent of Yukon’s lands and waters by 2030. Yukon First Nations and transboundary Indigenous governments and groups will be invited to apply for funding through an “Expression of Interest” form that provides details of their proposed project.  If successful, Government of Yukon will enter into a funding agreement with the government or group. The ICCF project is part of the Canada-Yukon Nature Agreement. It is a limited time initiative that will conclude in 2026.",Environment,,OGL-Yukon-2.0,ENV-PIA-2024-04,2024-06-13,2024-06-19 14:15:46,2024-06-19 14:15:46,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-indigenous-led-conservation-capacity-fund,60142
pia-summaries,Fuel Oil Tax Act Amendment To Join International Fuel Tax Agreement,The Fuel Oil Tax Act is to be amended to include a provision allowing Yukon to join the International Fuel Tax Agreement (IFTA). This will involve the sharing of fuel purchase business information between Tax Administration in the Department of Finance and IFTA of commercial inter-provincial and through carriers but no personal information will be disclosed to IFTA Inc.,Finance,,OGL-Yukon-2.0,FIN-PIA-2024-01,2024-06-24,2024-06-26 09:53:52,2024-06-26 09:53:52,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/fuel-oil-tax-act-amendment-join-international,60144
pia-summaries,Hanger D Video Surveillance Camera System,"The Department of Community Services Wildland Fire Management is responsible for managing wildfires; working to prevent personal injury, loss of life and to minimize social and economic disruption resulting from wildfires pursuant to the Government of Yukon's Legislation including the Forest Protection Act, and Civil Emergency Measures Act. In this regard the Department uses Hanger D as a point of assembly for centralized emergency incident management and dispatch. Hanger D also serves as a home to Wildland Fire Management's items and equipment including trailers, quads, oils, and gas tanks. Not only that, the Department has been subject to a few thefts of functional equipment and assets. The theft of these assets has resulted in a loss of capital investment and a diminished capacity for the department to deploy immediate emergency response when needed.",Community Services,,OGL-Yukon-2.0,CS-PIA-2024-03,2024-06-26,2024-07-09 10:35:51,2024-07-09 10:35:51,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/hanger-d-video-surveillance-camera-system,60174
pia-summaries,YG Dental Program Addendum Pharmacare,"This PIA is an addendum to document the process change for the Seniors Pharmacare application and gathering of dental data from Medigent and submitting the data to Pacific Blue Cross for processing of dental claims. 

Currently, the Pharmacare and Extended Health Benefits Application Forms are processed through the Medigent Claims Processing System by the Pharmacare Dental Officer (PDO). PDO are employees of HSS. Claims are received from the dental office or the pharmacare beneficiary and verified to be eligible in Medigent. Claims are then processed and paid by the Insured Health Finance department. 

Moving forward, the Pharmacare and Extended Health Benefits Application Form will continue to be processed through Medigent for the Extended Health Benefits, however all eligible applicants will now be registered with Pacific Blue Cross (PBC) for their Dental Benefits and dental claims will be billed through PBC directly.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2024-04,2024-07-05,2024-07-23 08:16:57,2024-07-23 08:16:57,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yg-dental-program-addendum-pharmacare,60189
pia-summaries,Envoke - Email Communication Platform,"The Yukon Government (YG) is implementing Envoke, a new email communication platform. Envoke is a Canadian owned and operated company that specializes in working with communication professionals. While other email platforms, such as MailChimp or Constant Contact, are designed for marketers to generate commercial revenue, Envoke focuses on facilitating effective and compliant communication. All client data is maintained on servers in Canada and service support is provided from within Canada as well. Envoke works with organizations such as government agencies, municipalities, universities, regulatory bodies, healthcare providers, financial institutions
and more. Envoke is very user friendly, and administrators can easily manage their accounts, departments, messages, and subscriptions. It has many privacy and security features in place as well as ensures Canadian Anti-spam Law (CASL) compliance. The application includes tools to automatically collect, track and upgrade to express consent under CASL and all types of implied consent expiry dates are tracked to automatically suppress emails where consent is no longer valid.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2024-06,2024-07-15,2024-07-26 14:36:25,2024-08-07 07:56:32,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/envoke-email-communication-platform,60190
pia-summaries,Envoke - Email Communication Distribution Client,"The Yukon Government (YG) has implemented Envoke, a new email communication platform, which is a Canadian owned and operated company that specializes in working with communication professionals. The platform is used for email distribution and communication management and enables clients to effectively manage email communication in compliance with Canadian communications and privacy legislation. The Highways and Public Works (HPW) eServices department manages all implementations for YG.

Wildland Fire Management (WFM) is the wildfire response body of the Government of Yukon. Its mandate is to protect life, property, infrastructure and to facilitate the creation of wildfire resilient Yukon communities. WFM also manages burn permits, coordinates community wildfire protection planning, and provides wildfire updates to the public. The WFM Branch of Community Services is desirous of obtaining the services of the Envoke email distribution client. WFM will move from the existing emergency information distribution methods onto the Envoke platform in order to better and more effectively manage Yukon Community Wildfire communications. 

This service promotes and ensures safety of lives and property of Yukoners as WFM navigates emergencies particularly during the fire seasons. Subscriptions allow Yukoners to receive emergency wildfire alerts and bulletin notifications for their chosen localities. These communications may include fire alerts, prescribed burning notices, prohibitions, advisories, and evacuation alerts. Yukoners may also receive links to further information about planned work and safety information on Yukon Protective Services social media pages",Community Services,,OGL-Yukon-2.0,CS-PIA-2024-04,2024-07-19,2024-07-26 14:42:03,2024-08-07 07:56:20,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/envoke-email-communication-distribution-client,60191
pia-summaries,EmerCom Technologies Video Surveillance Elevators,"The Department of Highways and Public Works (HPW) must abide by legislation, including the new Safety Code for Elevators and Escalators (CSA B44-19) elevator code implemented in (2020). The new elevator standard requires verbal communication when the phone button is activated. The CSA B44-19 also requires a one-way video portal as the discretion of the receiving operator to view the floor surface of the elevator cab while communicating with the elevator occupant that requested the communication. ASME A17.1/B44:19 Safety code includes a requirement for visual monitoring from the answering centre.

HPW installed an elevator at the Jim Smith Building with the EmerCom system operator that enables the safety team to have the ability of seeing individuals inside the elevator in case of emergency. This ability is activated by depressing the emergency call button and an automated email with the snapshot of the inside cabin floor and link to the live video stream is sent to the Emercom at 121-3989 Henning Drive, Burnaby BC V5C6P8. When this has been prompted, the Venture and Future Today Contact Centre will provide support to the individuals stuck in the elevator including those non-responsive individuals to verbal commands.  The elevator is not recording video to adhere to privacy rules and the live stream will only get activated upon making a call from the occupant of the elevators.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2024-07,2024-09-10,2024-09-11 09:23:36,2024-09-11 09:23:36,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/emercom-technologies-video-surveillance,60220
pia-summaries,DocuPhase,"Highway and Public Works (“HPW”) eServices is leading a strategic effort to modernize, standardize, and digitize services by increasing their capabilities in terms of the complexity of and the range of services offered to Yukon Government (“YG”) Departments. The implementation of DocuPhase will help expedite the building and conversion of online forms with complex business logic and dynamic workflows, as well as minimizing the effort required by Departments to complete required privacy impact assessments.
HPW eServices Branch will offer the use of DocuPhase to other YG Departments. DocuPhase allows for Departments to create online forms and their required workflows. While the overall DocuPhase system will be managed and supported by eServices, the Personal Information (“PI”), or Personal Health Information (“PHI”) that may be collected via the forms will be determined and approved by the Department. This includes other considerations such as consent for the collection, limiting collection, and any use or onward disclosure of the information. As will be detailed below, these considerations are not within the scope of this PIA but will be included within the privacy assessments conducted by each Department.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2024-08,2024-10-03,2024-10-04 10:18:26,2024-10-04 10:18:26,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/docuphase,60269
pia-summaries,Nav-CARE,"The Yukon Department of Health and Social Service (“HSS”), Continuing Care (“CC”) division is implementing its Nav-CARE program for HSS clients. Nav-CARE is a volunteer program that is being implemented in health organizations across Canada that supports the quality of life of persons living with declining health. Through the program, CC will train volunteers and match them with HSS clients to help those clients and their families access resources and services in their communities, while providing companionship and emotional support. Nav-CARE volunteers will not provide medical care or medical supports to HSS clients. This PIA will focus on the privacy considerations of CC’s Nav-CARE program and will review the collection, use, and disclosure of PI and PHI involving CC’s Nav-CARE program.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2024-05,2024-11-19,2024-11-21 08:23:22,2024-11-21 08:23:22,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/nav-care,60322
pia-summaries,Beringia Centre - Lenel On Guard CCTV,The Yukon Beringia Interpretive Centre (YBIC) currently uses video surveillance technology on the centre’s property for theft deterrence and security incident review. No cameras are located within sensitive areas (i.e. bathrooms or changing rooms). The cameras are live monitored by YBIC staff at the reception desk and the recorded footage is restricted to access by only the YBIC Manager and the Program Coordinator.,Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2024-01,2024-11-26,2024-11-26 09:55:08,2024-11-26 09:55:08,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/beringia-centre-lenel-guard-cctv,60352
pia-summaries,Student Safety Program,"The Student Safety Program guides staff in protecting students from harm by adults, and in responding to incidents. The program aims to prevent and provide timely response to harm on students by adults during school and school-related activities. 

This initiative includes the following policy and related procedures, reporting forms, and guidance:

*   Student Protection Policy

*   Procedures for Preventing and Responding to Harm by Adults

*   Preventing and Responding to Harm Reporting Form

*   Yukon School Post-Incident Communications Guidance",Education,,OGL-Yukon-2.0,EDU-PIA-2024-04,2024-12-17,2024-12-20 15:51:41,2024-12-20 15:51:41,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/student-safety-program,60445
pia-summaries,Environment Trivia Games (Kahoot),"The Wildlife Viewing Program offers various activities and programs to the public to inform them about the Yukon wilderness. One of the activities include hosting a trivia night for members of the public. Due to the pandemic, the Wildlife Viewing Program was restricted from hosting certain in-person events for a couple of years. As a result, the trivia nights were converted into a digital process using Kahoot to host the trivia games. This also enabled Wildlife Viewing Program to reach a wider audience and limit the amount of in-person interactions (i.e. departmental staff no longer are required to circulate and collect papers from contestants).The Wildlife Viewing will utilize Kahoot software making it easier for Wildlife Viewing Program to disseminate information about Yukon wildlife to the public, and it is more engaging and fun for users. The Department of Environment will not collect any personal information, however, Kahoot does allow users to use its services with or without a Kahoot account. The PIA focuses on how the department will manage the data which may include personal information.",Environment,,OGL-Yukon-2.0,ENV-PIA-2023-06,2023-09-13,2025-01-23 14:36:20,2025-01-23 14:36:20,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/environment-trivia-games-kahoot,60501
pia-summaries,Yukon Health Care Insurance Plan Card - Vendor for Central Issuance,"This initiative is for the production of Yukon Health Care Insurance Plan (“YHCIP”) cards issued by the Yukon Government Department of Health and Social Services (“HSS”). The YHCIP Cards will be produced at a third-party contractor facility named Giesecke+Devrient (“G+D”), operating as Veridos, (“the Vendor”) located in Markham, Ontario, Canada. The Vendor is the service provider contracted to print the YHCIP Cards on behalf of HSS.  The Vendor will only take over the physical printing (production) of the YHCIP Cards. The authority and processes by which HSS approves the issuance of YHCIP Cards to individuals will remain unchanged. The Vendor will replace the paper-based card printing technology currently used by HSS. Current security standards across North America are for laser-engraved polycarbonate YHCIP Cards, which the Vendor was contracted to produce. By partnering with the Vendor, the Yukon government aims to establish a reliable, high-security card printing service with the aim to improve the security, integrity, and overall quality of Yukon government-issued credentials.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2025-01,2025-01-28,2025-01-28 12:43:25,2025-01-28 12:46:13,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-health-care-insurance-plan-card-vendor,60507
pia-summaries,Economic Development Fund Management System Replacement,"The Department of Economic Development (""EcDev"") within the Government of Yukon provides funding to develop a thriving, prosperous, and diversified Yukon economy. Major grants include the Economic Development Fund and the Community Development Fund, along with a suite of media development and labour market development funds.

EcDev is seeking a digital system to manage these funding programs to improve service delivery by reducing the administrative burden, expanding reporting and analysis capabilities, and improving data quality and security. The management system provided by the company, SmartSimple, has been selected. 

The SmartSimple system is a grant management cloud solution hosted by AWS and an end-to-end solution that provides a robust audit trail, giving users a comprehensive view of how to manage applications to projects and the related funds, budgets, and allocations more effectively.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2025-01,2025-01-27,2025-01-31 10:10:33,2025-01-31 10:10:33,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/economic-development-fund-management-system,60513
pia-summaries,Radon Data Management,"The purpose of this initiative is to collect and analyze radon data in order to provide Yukoners with an updated Radon Map and to bring evidence to inform policy and program decision and action.  The map will display a summary of radon levels recorded in homes across the territory. This map allows Yukoners to see the proportion of tested homes in their community that are estimated to have high levels of radon, and what these levels of radon mean for their risk of lung cancer.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2025-02,2025-02-03,2025-02-10 12:24:59,2025-02-10 12:24:59,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/radon-data-management,60537
pia-summaries,Plexia 2.0,"The Department of Health and Social Services has implemented Plexia Electronic Medical Systems Inc., software development that offers an electronic medical record (EMR) solution. Plexia EMRs are digital records that primarily serve healthcare providers or organizations in managing patient interactions and encounters. Clinicians, along with their agents (e.g., Medical Office Assistants “MOA”) maintain the computer-based patient record, which encompasses various patient details such as demographics, medical and drug history, existing health conditions, risk factors, diagnostic information from lab results, and findings from diagnostic medical imaging. Additionally, the EMR includes clinical notes and consultation requests to provide a comprehensive patient profile. Other EMR functions and features may include billing, scheduling, order entry for medications and tests, alerts, reminders, and clinical decision support.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2025-03,2025-02-11,2025-02-13 11:56:29,2025-03-12 10:35:59,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/plexia-20,60539
pia-summaries,Mining Sector Greenhouse Gas Reduction Targets,"The Department of Energy, Mines, and Resources now requires access to fuel usage data from mining entities operating in the Yukon. The Department of Energy, Mines and Resources and the Department of Finance will enter into an Information Sharing Agreement which will enable the Department of Finance to use a Secure File Transfer to electronically transfer the data to the designated Senior Energy Planner and the Manager of the Low Carbon Transition Unit of the Energy Branch of the Department of Energy, Mines and Resources. This data has been identified as necessary to fulfill legal requirements, of monitoring the mining sector's progress toward achieving the legislated greenhouse gas (GHG) reduction target, as directed by the Clean Energy Act section 5.01.","Energy, Mines and Resources",,OGL-Yukon-2.0,EMR-PIA-2025-01,2025-02-26,2025-02-26 12:21:12,2025-03-14 15:15:02,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/mining-sector-greenhouse-gas-reduction-targets,60551
pia-summaries,Electric Vehicles Charging Stations,"The Electric Vehicle (“EV”) charging station initiative intends to increase access to EV charging stations within Yukon, as well as implement user fees for all existing and future public EV charging stations installed and operated by the Yukon Government (“YG”) Energy, Mines and
Resources - Energy Branch (“EMR”). There are currently no fees for individuals to use EV charging infrastructure within Yukon. Although the fee implementation date has not yet been determined, it is currently proposed for April 2025.","Energy, Mines and Resources",,OGL-Yukon-2.0,EMR-PIA-2025-02,2025-03-05,2025-03-06 08:53:54,2025-03-14 15:44:55,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/electric-vehicles-charging-stations,60556
pia-summaries,Smartsheet Project Management Platform,"The Supply Services Branch (SSB) will be using Smartsheet to collect, manage, and update pilot data sheets and aircraft information submitted by aircraft companies.  The PIA will review and ensure appropriate privacy measures will be implemented to avoid risks especially when using Smartsheet account to collect and review the pilot information, the use of the ""assigned to""  feature with business contact information, the use of forms and templates to streamline workflows and data management for aircrafts, pilots, and public documents, and sending electronic communications through Smartsheet features.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2025-01,2025-03-04,2025-03-14 14:45:06,2025-03-14 14:45:06,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/smartsheet-project-management-platform,60660
pia-summaries,Wildlife Viewing Newsletter,"The Yukon Government (YG) eServices is implementing Envoke, a new email communication platform. Wildlife Viewing (WV) will have a subaccount on Envoke through eServices, which will be used to distribute newsletters to interested members of the public.
Envoke is a Canadian owned and operated company that specializes in working with communication professionals. Envoke focuses on facilitating effective and compliant communication. All client data is maintained on servers in Canada and service support is provided from within Canada as well. The WV will have a subaccount with Envoke for the purpose of sharing information about the WV program through an electronic newsletter. It will distribute the newsletter on a monthly or bi-monthly basis, depending on the season (the higher frequency will be during the busy programming season, April-August). The newsletter may be used to promote upcoming events, recap past events, provide educational content through fun an informative trivia and/or articles and share wildlife news from the Department of Environment.",Environment,,OGL-Yukon-2.0,ENV-PIA-2025-01,2025-02-04,2025-03-17 09:14:32,2025-03-17 09:17:35,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/wildlife-viewing-newsletter,60661
pia-summaries,Otter.AI,"Otter.AI is a dual-purpose tool that captures recordings in electronic formals (i.e., Microsoft Teams meetings) and creates live transcripts for in-person meetings and training. This tool is used for the purpose of streamlining the Department of Environment's processes and ensure accuracy during information processing. This will not be a public facing software and for internal use only of the department.",Environment,,OGL-Yukon-2.0,ENV-PIA-2024-05,2024-10-07,2025-03-17 09:22:13,2025-03-17 09:22:13,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/otterai,60662
pia-summaries,Envoke - Email Communication Distribution,"The Department of Health and Social Services (HSS) is modernizing its health care cards and all eligible Yukoners will receive a new health care card over the next year. To ensure all contact information is up to date prior to new cards being mailed out, HSS is notifying all eligible Yukoners to ensure contact information is reviewed and updated if necessary. To update their information, Yukoners are required to either phone or visit the Insured Health Services (IHS) office in Whitehorse or the territorial agents in rural communities. In order for the Yukoners to receive timely notice, UHS plans to use Envoke to notify all eligible individuals and provide Yukoners with information on how to update their contact information prior to the new health care cards being mailed.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2025-04,2025-03-27,2025-04-01 13:22:52,2025-04-01 13:22:52,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/envoke-email-communication-distribution,60726
pia-summaries,Adult Protection (APS) case type,"The Adult Protection Services (APS) project is intended to create an electronic case management system capable of responding to the requirement to better track the safety, service and developmental needs of adults involved with the adult protection system. Moving away from intense paper-based tracking systems through the creation of an electronic case management system allows social workers more time to focus on client services. This in turn helps support people’s lives by helping families experience better security, safety, well-being and positive outcomes. An increased ability to demonstrate enhanced security and privacy of program data is also expected as an outcome given the increase in the amount of client data stored within a secure system.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2025-05,2025-03-31,2025-04-03 14:29:08,2025-04-03 14:29:08,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/adult-protection-aps-case-type,60727
