schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,Agreement for Access to Personal Information for Research or Statistical Purposes Template MPB,Forms and Templates,,"atipp_registry,ministerial public body templates,research agreement",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:16,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/agreement-access-personal-information-research-or-statistical-purposes,53634
information,31 Privacy Breach Reporting Form for Employees MPB,Privacy Breach Reporting Form,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:16,2022-01-12 16:53:27,https://open.yukon.ca/access-information/documents/31-privacy-breach-reporting-form-employees-mpb,53636
information,ATIPP Interpretation Manual Chapter 1,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:16,2022-03-08 17:09:56,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-1,53638
information,35(3) Public Body Correction Notification MPB,Request for Personal Information Correction,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:22,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/353-public-body-correction-notification-mpb,53640
information,ATIPP Interpretation Manual Chapter 3,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:22,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-3,53642
information,Information Notes - 44(2) Assisting Applicants,Information Notes,,"atipp_registry,applicants,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:22,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/information-notes-442-assisting-applicants,53644
information,Level 1: Introduction to the ATIPP Act Transcript,General Guidance,,"atipp_registry,atipp training,general guidance",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:22,2022-02-18 10:21:43,https://open.yukon.ca/access-information/documents/level-1-introduction-atipp-act-transcript,53646
information,48(1)(b)(i) Refused by APO Notification Template,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,apo,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:22,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/481bi-refused-apo-notification-template,53648
information,Information Notes - Must vs. May,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:28,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/information-notes-must-vs-may,53650
information,Information Notes - 59(1)(a)(ii) Third Party Consultation - Applicant,Information Notes,,"atipp_registry,information notes,third party",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:28,2021-07-06 17:59:28,https://open.yukon.ca/access-information/documents/information-notes-591aii-third-party-consultation-applicant,53652
information,87(1)(b) Designation Form Access Officer MPB,Forms and Templates,,"atipp_registry,dao,designation form,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:28,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/871b-designation-form-access-officer-mpb,53654
information,ATIPP Manual Introduction,Introduction to the Access to Information and Protection of Privacy Act.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:28,2022-03-08 17:10:31,https://open.yukon.ca/access-information/documents/atipp-manual-introduction,53656
information,Concordance Table,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:28,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/concordance-table,53658
information,Designated Access Officer Toolkit for Ministerial Public Bodies,TOOLKIT FOR DESIGNATED ACCESS OFFICERS,,"atipp_registry,compliance,designated access officer,ministerial public body toolkits",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:34,2022-01-01 11:39:01,https://open.yukon.ca/access-information/documents/designated-access-officer-toolkit-ministerial-public-bodies,53660
information,118(1)(e) Statutory Declaration for Parent of Minor,Forms and Templates,,"atipp_registry,applicant,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:34,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/1181e-statutory-declaration-parent-minor,53662
information,32 Designated Privacy Officer Breach Reporting Form MPB,DesignateD Privacy Officer Breach Reporting Form,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:34,2021-09-03 23:29:13,https://open.yukon.ca/access-information/documents/32-designated-privacy-officer-breach-reporting-form-mpb,53664
information,Information Notes - 17 Direct or Indirect Consent,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:07:32,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-notes-17-direct-or-indirect-consent,53666
information,32 Designated Privacy Officer Breach Reporting Form PB,Forms and Templates,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:34,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/32-designated-privacy-officer-breach-reporting-form-pb,53668
information,Protection of Privacy Pamphlet,Access to Information and Protection of Privacy Act,,"atipp_registry,general guidance,pamphlet",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:40,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/protection-privacy-pamphlet,53670
information,Information Notes - 58(1) Abandonment Notice,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:40,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-notes-581-abandonment-notice,53672
information,118(1)(d) Statutory Declaration for Executors and Administrators,"Access to Information and Protection of Privacy Act, R.S.Y. 2002",,"atipp_registry,applicant,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:40,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/1181d-statutory-declaration-executors-and-administrators,53674
information,17 Collection Notice Checklist PB,Collection Notice Checklist,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:40,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/17-collection-notice-checklist-pb,53676
information,60(1)(b) Third Party Decision to Grant Access Notification MPB,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:40,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/601b-third-party-decision-grant-access-notification-mpb,53678
information,88(c) Designation Form All Power and Duties of Head PB,"Delegation of powers, duties and functions of the head of a public body under the Access to Information and Protection of Privacy Act",,"atipp_registry,delegation form,head,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:44,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/88c-designation-form-all-power-and-duties-head-pb,53680
information,Notice of Withdrawn Access Request,Access to Information and Protection of Privacy Act ATIPP,,"atipp_registry,apo,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:44,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/notice-withdrawn-access-request,53682
information,Information Notes - 62(1) Request for an Extension,Information Notes,,"atipp_registry,extension,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:44,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-notes-621-request-extension,53684
information,ATIPP Interpretation Manual Chapter 6,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:44,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-6,53686
information,Information Sharing Agreement Template PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:44,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-sharing-agreement-template-pb,53688
information,Information Notes - 22 and 35 Accuracy and Retention of Personal Information,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:48,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-notes-22-and-35-accuracy-and-retention-personal-information,53690
information,63(1) Time Extension Request to IPC PB,"Information and Privacy Commissioner, Office of the Information and Privacy Commissioner",,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:48,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/631-time-extension-request-ipc-pb,53692
information,58(1) Notification of Abandonment,Access to Information and Protection of Privacy Act ATIPP,,"atipp_registry,apo,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:48,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/581-notification-abandonment,53694
information,Information Notes - 59 Third Party Objections,Information Notes,,"atipp_registry,information notes,third party",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:48,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/information-notes-59-third-party-objections,53696
information,Information Notes - 47 Notification of Acceptance,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:48,2022-01-11 19:30:41,https://open.yukon.ca/access-information/documents/information-notes-47-notification-acceptance,53698
information,ATIPP Interpretation Manual Chapter 5,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:53,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-5,53700
information,63(1) Time Extension Request to IPC MPB,"Information and Privacy Commissioner, Office of the Information and Privacy Commissioner",,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:53,2021-07-06 18:00:57,https://open.yukon.ca/access-information/documents/631-time-extension-request-ipc-mpb,53702
information,Information Notes - 54(1)(b) Estimate of Cost,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:53,2022-01-13 00:48:36,https://open.yukon.ca/access-information/documents/information-notes-541b-estimate-cost,53704
information,Research Proposal Notification Template MPB,Forms and Templates,,"atipp_registry,ministerial public body templates,research agreement",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:53,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/research-proposal-notification-template-mpb,53706
information,ATIPP Interpretation Manual Chapter 4,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:53,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-4,53708
information,60(1)(b) Third Party Decision to Grant Access Notification PB,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:58,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/601b-third-party-decision-grant-access-notification-pb,53710
information,Guidance on Information Sharing Agreements,INFORMATION SHARING AGREEMENTS,,"atipp_registry,general guidance,guidance",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:58,2022-01-11 20:31:01,https://open.yukon.ca/access-information/documents/guidance-information-sharing-agreements,53712
information,35(3) Public Body Correction Notification PB,Request for Personal Information Correction,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:58,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/353-public-body-correction-notification-pb,53714
information,Information Sharing Agreement Tracking Log PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:58,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/information-sharing-agreement-tracking-log-pb,53716
information,32(7)(b) Privacy Breach Notification Template MPB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:02:58,2021-09-13 09:41:20,https://open.yukon.ca/access-information/documents/327b-privacy-breach-notification-template-mpb,53718
information,17 Collection Notice Checklist MPB,Collection Notice Checklist,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:03,2022-01-13 23:41:43,https://open.yukon.ca/access-information/documents/17-collection-notice-checklist-mpb,53720
information,87(1)(b) Designation Form Access Officer DAO PB,Forms and Templates,,"atipp_registry,dao,designation form,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:03,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/871b-designation-form-access-officer-dao-pb,53722
information,Designated Access Officer Toolkit for Statutory and Non-Statutory Public Bodies,TOOLKIT FOR DESIGNATED ACCESS OFFICERS STATUTORY AND NON STATUTORY PUBLIC BODIES,,"atipp_registry,compliance,designated access officer,prescribed statutory and entity toolkits",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:03,2021-11-08 00:13:02,https://open.yukon.ca/access-information/documents/designated-access-officer-toolkit-statutory-and-non-statutory-public,53724
information,Information Notes - 32(7)(b) Notification of Privacy Breach,Information Notes,,"atipp_registry,information notes,privacy breach",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:03,2022-02-03 10:13:40,https://open.yukon.ca/access-information/documents/information-notes-327b-notification-privacy-breach,53726
information,62(2)(a) Notice of Time Extension Approval by APO,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,apo,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:03,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/622a-notice-time-extension-approval-apo,53728
information,62(2)(b) Time Extension Request to Applicant Template,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,apo,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:08,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/622b-time-extension-request-applicant-template,53730
information,Statutory and Non-Statutory Public Body Heads Toolkits,TOOLKIT FOR HEADS OF PUBLIC BODIES,,"atipp_registry,compliance,head,prescribed statutory and entity toolkits",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:08,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/statutory-and-non-statutory-public-body-heads-toolkits,53732
information,ATIPP Interpretation Manual Chapter 2,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:08,2022-03-28 09:09:48,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-2,53734
information,ATIPP Interpretation Manual Chapter 7,Access to Information and Protection of Privacy Act Manual.,,"atipp_registry,atipp act,atipp act interpretation manual",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:08,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/atipp-interpretation-manual-chapter-7,53736
information,Privacy Breach Reporting Guidance for Employees,Reporting a Suspected Privacy Breach,,"atipp_registry,general guidance,guidance,privacy breach",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:08,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/privacy-breach-reporting-guidance-employees,53738
information,Access to Information Pamphlet,Access to Information and Protection of Privacy Act,,"atipp_registry,general guidance,pamphlet",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:13,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/access-information-pamphlet,53740
information,Information Sharing Agreement Tracking Log MPB,Forms and Templates,,"atipp_registry,information sharing agreement,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:13,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/information-sharing-agreement-tracking-log-mpb,53742
